,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PUNJAB AND SIND BANK,"4,169.25","2,097.39","10,833.93","16,347.12","28,231.59","34,201.64","5,684.89","28,208.21","129,774.02","4,260.14",-,132.35,"1,216.55","1,709.84","3,121.36",784.29,"3,004.99","14,229.52",155.83,293.76,852.54,865.50,"2,169.82","5,624.31","6,431.05","30,519.48","46,912.31",104.65,88.32,196.15,74.95,1.03,-,-,-,465.10,20.05,16.30,16.55,32.31,67.97,67.34,11.06,-,231.57,"3,005.80","3,994.23","4,552.79","7,163.03","8,205.97","38,643.44","10,626.15","21,108.49","97,299.90"
,,PUNJAB NATIONAL BANK,"84,874.17","34,351.71","113,735.44","93,834.64","219,771.22","179,534.98","439,506.46","401,014.66","1,566,623.28","33,867.60","2,581.35","1,647.42","2,108.64","2,733.96","4,725.18","2,379.46","33,733.11","83,776.72","3,591.53","3,760.44","13,705.15","11,098.10","17,452.38","55,815.57","83,102.74","308,785.34","497,311.25","28,775.74","11,717.15","17,211.07","16,063.97","12,032.50","15,674.87","10,608.38","2,727.57","114,811.25","9,964.31","14,440.96","18,422.55","20,306.04","7,724.03","12,828.08","11,842.64","2,758.64","98,287.25","55,548.72","38,156.20","131,167.18","84,038.86","87,859.70","363,463.01","116,556.79","200,684.11","1,077,474.57"
,,STATE BANK OF INDIA,"238,194.20","80,701.48","210,258.39","238,139.88","1,078,275.61","1,565,899.80","526,373.78","1,444,346.39","5,382,189.53","34,109.83","38,634.75","73,216.11","85,976.72","76,812.87","67,928.29","42,690.10","144,203.85","563,572.52","2,893.73","7,238.04","24,478.32","31,462.90","128,934.35","255,613.91","343,126.82","896,824.68","1,690,572.75","35,524.96","40,764.49","97,049.58","111,516.90","95,799.96","228,356.41","96,916.46","85,263.59","791,192.35","48,564.70","48,649.25","126,487.41","119,832.52","127,862.75","122,011.75","55,320.36","19,769.90","668,498.64","99,521.09","66,965.61","160,654.71","209,083.92","290,875.10","1,615,800.15","508,882.11","1,211,529.41","4,163,312.10"
,,UCO BANK,"14,340.08","12,006.14","30,048.02","40,228.97","71,825.88","35,735.00","10,063.13","79,294.97","293,542.18","5,082.53",-,"2,301.15","1,032.76","4,296.11","12,821.02","2,653.91",500.00,"28,687.49","1,980.69",552.11,"2,003.27",634.67,"2,047.33","11,520.41","17,963.17","57,570.85","94,272.49","5,873.00","1,613.00","7,580.00","7,090.00","9,145.00","16,880.00","6,322.00","1,526.00","56,029.00","1,576.00",976.00,"8,568.00","9,646.00","14,825.00","18,736.00","2,475.00","4,005.00","60,807.00","11,009.52","3,583.29","11,582.59","12,105.11","18,559.47","30,152.50","23,625.62","104,516.48","215,134.58"
,,UNION BANK OF INDIA,"92,585.26","34,228.26","109,796.54","141,776.30","220,469.72","136,118.36","80,833.79","493,941.29","1,309,749.52",459.15,-,968.87,164.03,"1,556.76","7,257.11","1,032.98","15,902.89","27,341.79","77,865.06",156.14,"22,826.19","3,728.29","22,655.66","42,046.56","33,955.69","151,147.81","354,381.40","17,342.16","6,216.13","17,443.71","14,128.09","11,889.51","7,332.49","15,082.23","5,178.38","94,612.70","3,531.82","3,213.85","10,918.27","9,264.51","11,682.65","8,493.59","7,031.03","4,257.41","58,393.13","47,970.12","25,011.78","85,366.37","80,590.91","90,288.04","346,062.79","97,175.66","181,047.67","953,513.34"
,,PUBLIC SECTOR BANKS,"824,253.44","343,755.43","965,726.05","952,940.78","2,532,012.92","3,086,185.45","1,532,514.26","3,958,881.86","14,196,270.18","191,274.63","47,410.67","92,730.59","125,769.22","171,079.40","189,350.77","87,189.83","279,220.69","1,184,025.81","345,355.15","42,587.72","127,914.31","109,460.43","294,036.57","574,529.69","655,778.26","2,118,429.73","4,268,091.84","250,798.25","124,541.85","262,714.66","239,749.72","225,867.73","397,047.21","211,634.63","130,645.29","1,842,999.34","213,150.62","129,947.94","267,559.72","258,295.83","289,905.68","246,478.68","121,328.40","73,573.82","1,600,240.69","371,132.39","254,209.52","698,181.75","699,537.60","1,026,712.91","3,881,020.98","1,240,722.12","2,578,717.22","10,750,234.48"
,,AXIS BANK LIMITED,"88,972.05","43,916.84","106,077.60","97,622.04","160,994.43","76,932.86","5,901.19","592,535.01","1,172,952.02",738.62,"3,330.65","15,832.94","31,003.11","33,639.38","67,288.90","7,567.74","24,745.18","184,146.52","192,353.54","13,959.21","24,248.94","14,964.04","23,495.77","23,825.03","3,977.25","99,318.01","396,141.79","25,810.89","5,485.67","18,092.97","10,743.45","4,796.35","4,513.33","3,722.42","25,525.34","98,690.42","4,835.22","4,107.89","16,544.05","22,387.51","16,484.63","18,279.92","4,085.90","11,435.14","98,160.26","47,446.69","22,683.85","91,626.16","40,740.37","76,796.43","217,950.51","121,820.19","421,747.12","1,040,811.32"
,,BANDHAN BANK LIMITED,"5,993.30","3,036.60","6,903.15","15,790.59","38,267.21","59,530.78","9,719.97","11,970.89","151,212.50",477.54,253.69,"4,740.42",970.75,"1,789.25","2,449.48",457.36,-,"11,138.49",427.59,447.98,"1,914.68","2,450.57","2,627.58","2,617.60","5,843.60","24,382.69","40,712.28",31.87,-,6.41,-,41.03,-,-,-,79.31,430.20,213.92,"4,275.68",221.88,10.15,125.07,0.48,-,"5,277.38","5,326.35","1,969.29","10,531.75","14,935.74","22,384.85","37,603.36","9,977.89","29,258.08","131,987.32"
,,CITY UNION BANK LIMITED,"6,909.53","2,617.11","5,150.22","4,578.60","7,704.06","35,555.12",840.58,170.73,"63,525.95",400.68,-,37.40,56.02,852.52,822.79,-,-,"2,169.41","8,625.07",490.83,942.37,797.52,"1,343.66","4,834.70",147.21,154.79,"17,336.14","1,561.74","1,482.93",364.75,668.11,573.00,640.75,32.23,0.44,"5,323.95","1,460.53",861.17,202.53,627.99,617.96,852.62,33.90,-,"4,656.70","4,250.62",941.03,"3,550.79","4,185.05","10,944.03","19,830.57","3,933.85","4,445.31","52,081.25"
,,CSB BANK LIMITED,"3,068.95","1,807.32","5,757.42","3,405.86","2,915.17","9,094.14",947.78,"9,864.86","36,861.49","1,102.37",33.35,86.87,964.28,"1,302.42","2,057.00",-,-,"5,546.28","4,460.26",404.75,923.15,726.59,546.05,"1,918.08",294.71,"2,115.74","11,389.34",212.06,73.09,321.47,857.36,"3,265.26",30.47,-,-,"4,759.70",203.17,90.93,97.75,326.51,"1,890.22","2,125.15",10.96,0.34,"4,745.03",657.54,680.78,"3,259.44","4,135.89","7,166.71","9,193.93","4,432.95","1,979.81","31,507.05"
,,DCB BANK LIMITED,"1,671.22",847.75,"6,023.53","4,781.20","17,193.86","13,557.83","15,177.23",778.33,"60,030.95","2,943.64",25.50,314.89,"1,162.59","2,021.08","1,847.92",799.56,-,"9,115.18","6,141.71","1,105.75","1,423.42","1,331.30","3,635.37","3,692.42","2,579.29",240.64,"20,149.90",283.63,942.66,90.64,"1,806.00","3,923.91",89.80,-,6.54,"7,143.19",194.61,937.80,169.92,"1,849.84","4,263.79",466.27,78.67,-,"7,960.91","2,105.73",321.88,"1,462.11","1,780.14","7,047.43","13,960.62","5,284.93","19,084.07","51,046.91"
,,DHANLAXMI BANK LIMITED,"1,088.39",727.55,"1,326.81","2,322.13","4,099.55","6,200.18",209.34,39.52,"16,013.45",200.00,-,-,-,-,-,-,-,200.00,19.99,-,395.60,448.86,793.49,"1,117.99",256.49,922.73,"3,955.15",42.10,1.88,26.47,21.82,47.16,-,-,-,139.43,23.48,2.10,6.41,9.71,55.52,20.80,0.78,-,118.80,292.76,509.56,"1,226.41","2,607.98","1,989.91","1,950.18",895.21,"2,487.48","11,959.49"
,,FEDERAL BANK LTD,"8,351.25","3,704.54","21,183.77","24,710.67","53,358.90","123,373.19","23,430.30","25,534.85","283,647.47","6,266.01",924.28,"2,847.11","4,864.81","2,372.84","3,240.00",10.00,"3,201.25","23,726.30","12,373.52",413.53,"3,651.73","2,537.30","4,489.32","11,654.62","14,935.33","16,190.26","66,245.61","7,449.57","2,436.05","1,775.94","2,054.08",526.52,"1,017.78",904.48,109.94,"16,274.36",551.91,554.46,"1,909.75","2,704.78","3,903.11",691.02,107.76,-,"10,422.79","4,616.12","3,955.38","15,287.03","19,435.93","26,105.31","107,178.21","21,228.58","37,029.83","234,836.39"
,,HDFC BANK LTD.,"185,623.92","61,456.35","179,726.17","169,313.13","359,512.02","899,764.63","16,490.93","842,827.75","2,714,714.90","19,525.40","14,298.79","44,597.81","39,529.04","57,770.24","133,233.08","80,745.37","158,231.16","547,930.89","303,288.20","30,964.97","41,117.41","33,222.16","56,577.62","163,813.34","21,387.18","185,988.79","836,359.67","63,153.42","13,654.68","25,979.34","15,872.60","11,357.27","7,396.60","2,085.55",664.86,"140,164.32","16,815.82","9,736.13","21,008.38","25,911.17","51,491.68","73,441.79","15,044.79","7,679.98","221,129.74","43,165.06","40,050.13","131,705.34","151,419.62","236,048.05","1,086,198.06","298,935.62","632,086.74","2,619,608.62"
,,ICICI BANK LIMITED,"181,879.62","43,083.40","98,596.77","97,133.11","134,847.70","195,870.37","431,647.90","427,289.16","1,610,348.02","3,188.24","5,679.02","13,040.40","19,219.72","22,066.10","26,351.82","13,619.70","20,373.25","123,538.26","195,858.74","28,496.82","20,615.50","21,646.70","28,773.31","39,510.84","70,100.72","99,754.12","504,756.74","68,178.71","12,822.37","24,013.10","20,779.06","13,379.75","4,007.08","1,512.56","5,677.03","150,369.66","12,086.10","8,012.64","13,685.62","17,712.44","19,930.37","23,226.52",636.93,"1,111.91","96,402.53","37,393.53","39,157.45","107,878.14","84,770.53","133,758.59","365,529.57","271,484.68","301,793.68","1,341,766.16"
,,IDBI BANK LIMITED,"16,540.84","5,974.14","21,383.77","15,263.49","54,320.05","163,419.18","14,784.80","18,607.28","310,293.55",703.16,841.93,"2,517.57","1,660.50","6,361.70","7,792.43",5.00,-,"19,882.28","49,210.92","4,381.61","5,420.99","4,973.64","12,472.68","26,128.47","4,185.73","10,693.49","117,467.53","14,630.26","20,766.61","26,563.78","41,785.29","26,309.31","8,016.17","3,289.81","4,522.57","145,883.79","12,490.51","18,412.85","21,329.22","20,938.25","28,683.41","4,885.62",386.17,"19,233.35","126,359.38","4,642.53","5,977.77","19,370.10","11,293.40","16,625.91","64,375.61","15,533.24","80,580.59","218,399.16"
,,IDFC FIRST BANK LIMITED,"16,868.39","8,306.49","20,590.57","21,278.08","61,060.41","71,580.11","51,948.98",432.20,"252,065.25","7,597.48","1,289.95","7,482.28","2,213.68","8,885.86","9,956.20","1,549.40",-,"38,974.84","32,851.60","1,942.23","6,601.26","4,373.37","10,913.53","14,123.45","7,256.76","2,653.33","80,715.52",647.77,90.05,534.06,334.66,289.94,123.76,52.48,99.14,"2,171.86",234.40,342.79,"3,931.00",734.83,"1,310.72","1,200.62",459.12,-,"8,213.47","10,801.54","6,911.89","14,108.05","18,962.38","30,117.62","84,391.42","22,653.11","45,166.52","233,112.53"
,,INDUSIND BANK LTD,"42,048.73","17,108.95","45,662.96","52,364.23","67,747.81","82,434.70","24,878.46","78,832.30","411,078.14",568.40,592.38,"6,845.61","10,648.61","11,071.11","18,917.60",625.14,"4,434.71","53,703.55","35,517.12","3,812.47","9,098.63","9,059.96","15,791.70","20,203.62","6,030.91","14,982.39","114,496.80","9,769.39","1,060.51","4,055.50","6,735.65",659.54,"1,100.59",289.83,70.10,"23,741.10","4,737.70","2,632.95","6,371.65","10,669.14","7,324.73","23,148.19","6,450.87","2,482.22","63,817.47","21,942.27","15,640.90","32,356.37","31,368.29","52,801.07","122,010.17","36,725.12","32,174.45","345,018.63"
,,JAMMU & KASHMIR BANK LTD,"9,456.47","3,404.27","8,028.43","8,180.92","16,063.77","52,554.68","34,565.83","16,315.09","148,569.46",-,-,"1,000.00",-,-,1.84,"1,381.00",-,"2,382.84","4,284.69",49.98,"3,052.63","1,814.49","5,696.22","6,073.57","6,948.60","13,292.48","41,212.66",630.27,179.20,164.29,103.76,127.87,11.26,-,-,"1,216.65",630.27,179.20,164.29,103.76,127.87,11.26,-,-,"1,216.65","4,360.04",863.11,"4,684.56","3,456.02","7,022.57","53,491.05","17,068.86","13,252.51","104,198.72"
,,KARNATAKA BANK LTD,"5,037.93","2,536.39","6,811.50","8,199.01","7,027.27","46,143.90","2,728.34","26,323.16","104,807.49",16.91,-,33.82,315.94,706.53,567.35,-,300.00,"1,940.55","7,183.72",390.40,"1,416.23","1,375.11","1,498.99","7,402.65",629.17,"4,640.24","24,536.51","1,207.72",38.09,666.66,443.11,433.67,163.20,12.08,-,"2,964.54","1,574.03",47.96,634.60,425.58,232.46,-,-,-,"2,914.64",838.55,"2,558.33","8,479.19","6,044.67","10,368.62","25,078.11","6,180.18","16,993.85","76,541.48"
,,KARUR VYSYA BANK LTD,"2,517.44","2,003.43","8,107.06","6,798.82","14,169.45","21,282.86","15,276.39","31,922.54","102,077.99",4.60,20.48,17.92,370.00,100.64,703.34,-,-,"1,216.98","8,231.11",759.98,"1,423.07","2,105.91","4,709.55","3,610.58","1,362.81","1,628.24","23,831.25",447.18,103.05,385.48,91.86,2.78,9.84,35.88,41.95,"1,118.02",175.54,46.77,45.87,78.82,305.35,594.64,27.24,0.09,"1,274.32","3,831.67","1,789.94","6,306.67","8,338.78","13,251.10","29,098.55","5,418.35","15,969.46","84,004.54"
,,KOTAK MAHINDRA BANK LTD.,"46,840.39","18,538.56","39,756.34","47,987.23","87,839.76","255,362.20","2,334.23",396.43,"499,055.14","29,891.95",783.79,"3,714.30","2,384.68",832.88,"4,729.82","3,210.34","2,895.00","48,442.76","72,139.41","20,129.13","12,459.71","8,927.13","15,955.97","41,878.11","2,026.52","8,391.47","181,907.45","16,895.07","1,572.65","7,337.49","2,083.82","1,657.07","3,314.44","4,086.99",312.97,"37,260.50","2,443.71","1,563.12","3,303.95","1,600.52","4,303.05","9,244.39","1,412.79","1,091.08","24,962.61","11,376.59","9,391.86","27,304.10","16,828.62","58,148.36","181,613.23","44,977.17","77,269.27","426,909.20"
,,NAINITAL BANK LTD,641.32,299.67,775.44,"1,004.34","1,717.64","3,786.03",23.22,8.16,"8,255.82",-,-,-,-,-,-,-,-,-,378.19,164.65,128.96,176.89,308.94,640.33,4.54,54.39,"1,856.89",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,202.56,209.00,258.90,434.40,217.45,"1,881.25",494.81,965.57,"4,663.94"
,,RBL BANK LTD,"5,939.45","5,964.33","17,380.00","16,399.88","34,580.80","23,017.47","4,353.34","3,308.25","110,943.53",34.98,248.81,"2,923.30","2,715.24","2,920.59","4,890.92",-,-,"13,733.84","9,034.92","1,098.42","2,370.63","5,081.53","6,591.66","4,067.25",628.71,"3,291.62","32,164.75","1,899.26",478.99,"1,229.07","1,107.07",717.68,"2,600.61",685.80,246.58,"8,965.05",418.51,443.59,"3,234.93","1,380.24","2,007.13","2,874.03",900.29,19.35,"11,278.05","10,373.09","6,528.55","14,061.87","6,758.54","9,600.38","23,900.14","7,714.78","13,680.93","92,618.27"
,,SOUTH INDIAN BANK LTD,"1,987.10","1,951.23","4,701.19","6,223.12","13,507.84","5,640.81",588.89,"72,925.41","107,525.60","2,630.04",-,96.38,377.80,331.26,375.00,490.00,-,"4,300.48","3,154.28","1,026.02","3,231.37","3,006.50","7,547.63","2,690.41",484.63,636.35,"21,777.18","2,094.26",756.60,83.22,369.04,457.70,-,-,-,"3,760.82",238.11,24.38,143.85,354.09,"1,006.17","1,173.32",6.04,-,"2,945.96","2,757.16","4,082.68","12,508.01","11,392.68","7,748.76","8,244.66","4,715.03","34,233.09","85,682.07"
,,TAMILNAD MERCANTILE BANK LTD,"2,221.81","1,111.98","4,774.63","3,076.79","6,133.00","34,208.07",719.80,"1,442.87","53,688.96",-,-,-,100.00,200.00,200.00,-,-,500.00,"4,558.19",816.45,"1,146.98",783.27,"1,244.98","5,842.70",197.06,511.16,"15,100.80",586.54,144.26,313.42,101.58,0.77,6.05,5.68,0.60,"1,158.88",66.29,35.26,39.55,74.96,215.69,321.94,78.65,-,832.34,"2,065.80","1,650.50","3,547.26","4,982.84","11,166.61","13,734.51","2,117.80","4,718.35","43,983.67"
,,YES BANK LTD.,"21,824.58","15,341.46","25,145.84","24,528.72","44,540.02","49,000.97","102,634.81","1,508.74","284,525.13","3,041.64",235.37,"6,182.00","9,401.07","18,517.77","29,220.49","3,917.00","1,087.63","71,602.97","29,737.38","5,390.48","5,018.20","4,567.08","8,266.22","11,664.94","17,531.90","2,928.27","85,104.48","7,280.83","2,166.63","4,343.80","3,502.12",571.57,"1,953.23","1,252.25","1,882.71","22,953.16","1,226.63",834.44,"3,553.45","4,018.03","6,688.27","7,759.61","4,675.43",283.32,"29,039.18","9,002.16","7,836.10","13,845.70","11,598.06","17,723.14","134,719.67","18,096.71","33,366.94","246,188.47"
,,PRIVATE SECTOR BANKS,"655,482.67","243,738.38","633,863.18","630,961.96","1,187,600.72","2,228,310.07","759,202.31","2,163,033.51","8,502,192.81","79,331.65","28,557.98","112,311.02","127,957.82","171,742.17","314,645.99","114,377.61","215,268.17","1,164,192.43","979,830.15","116,245.66","146,601.46","124,369.92","213,280.26","397,310.70","166,809.12","492,771.18","2,637,218.45","222,812.53","64,255.96","116,347.85","109,460.45","69,138.16","34,994.96","17,968.04","39,160.77","674,138.71","60,836.74","49,080.36","100,652.45","112,130.07","150,852.28","170,442.77","34,396.75","43,336.77","721,728.19","227,448.36","173,709.98","523,357.95","455,469.93","757,032.91","2,601,933.37","919,689.06","1,818,283.62","7,476,925.17"
,,AB BANK PLC,4.02,1.54,7.77,8.53,18.06,208.12,-,-,248.04,-,-,-,-,-,-,-,-,-,9.98,9.97,4.99,-,-,25.00,5.00,77.34,132.28,8.06,14.88,66.44,64.71,88.42,-,-,-,242.51,3.45,1.30,5.77,8.37,17.21,204.59,-,-,240.70,1.37,8.19,36.81,21.70,5.31,-,-,-,73.37
,,AMERICAN EXPRESS BANKING CORP.,369.15,532.72,485.01,410.01,"1,354.51","2,006.19",-,-,"5,157.60",417.80,-,0.04,-,559.98,"1,787.97",-,-,"2,765.78","3,389.54",136.30,74.45,55.71,197.31,795.01,-,12.26,"4,660.58",-,108.89,-,-,-,-,-,-,108.89,72.98,85.54,1.35,-,580.29,"1,787.97",-,-,"2,528.13","2,186.95","2,499.38",413.21,272.54,351.94,416.62,37.82,16.31,"6,194.76"
,,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,"1,122.58","1,747.85","4,049.97",157.04,13.46,932.95,-,-,"8,023.85","18,278.97",-,-,-,-,-,-,-,"18,278.97","21,896.99",198.83,532.25,3.88,2.37,167.27,0.01,0.10,"22,801.69","1,474.94","1,283.73",257.83,0.00,-,-,-,42.74,"3,059.24",214.18,0.03,37.66,-,-,146.08,-,-,397.95,945.95,783.58,582.85,192.93,305.15,"1,420.80",92.42,-,"4,323.67"
,,"BANK OF AMERICA , NATIONAL ASSOCIATION","24,726.45","7,398.34","4,449.98","2,814.17","1,652.11","25,733.28",4.47,1.29,"66,780.09","32,486.37",-,8.55,-,-,8.55,-,-,"32,503.47","62,249.63","5,589.00",890.96,472.94,277.65,"4,908.71",204.10,"4,787.96","79,380.95","5,371.19",211.06,"3,080.95",94.02,-,-,-,166.78,"8,924.01",585.11,-,"2,506.81",-,-,"4,662.81",-,-,"7,754.73","5,626.32","3,997.72","6,698.32","6,002.29","5,360.09","6,078.60",728.93,-,"34,492.26"
,,BANK OF BAHRAIN & KUWAIT B.S.C.,91.61,81.47,156.35,182.96,493.18,862.70,29.54,-,"1,897.79",14.99,-,-,-,-,-,-,-,14.99,-,-,158.21,-,199.20,59.85,86.00,97.29,600.55,69.20,-,32.44,-,-,152.61,-,16.67,270.92,13.25,14.92,16.88,38.63,87.87,102.94,0.28,-,274.76,97.03,81.67,100.16,24.41,114.31,895.58,75.80,26.10,"1,415.07"
,,BANK OF CEYLON,8.24,7.68,8.87,32.28,30.99,148.50,22.71,-,259.27,8.55,-,17.10,8.54,-,-,-,-,34.19,10.10,0.27,1.61,9.63,13.78,43.02,3.97,-,82.38,6.79,-,-,-,-,-,-,-,6.79,-,-,-,-,-,-,-,-,-,47.19,98.96,108.15,89.16,96.11,1.90,2.15,-,443.62
