,,,,,,,,,,,,,,,,,,,,,,,,
,"Repo / Reverse Repo Auctions under the Liquidity Adjustment Facility (LAF)
",,,,,,,,,,,,,,,,,,,,,,,
,"Jul 04, 2024",,,-,,-,,,-,,-,,,,-,,-,,1,27,33020.00,27,33020.00,0.00
,"Jul 03, 2024",,,-,,-,,,-,,-,,,,-,,-,,2,22,25145.00,22,25145.00,0.00
,"Jul 02, 2024",,,-,,-,,,-,,-,,,,-,,-,,3,22,38227.00,22,38227.00,0.00
,"Jul 01, 2024",,,-,,-,,,-,,-,,,,-,,-,,4,2,4200.00,2,4200.00,0.00
,"Jun 28, 2024",,,-,,-,,,-,,-,,3,54,88625.00,47,50003.00,0.00,,,-,,-,
,"Jun 24, 2024",,,-,,-,,,-,,-,,4,21,38890.00,21,25005.00,0.00,,,-,,-,
,"Jun 21, 2024",,,-,,-,,,-,,-,,6,93,164040.00,50,100005.00,0.00,,,-,,-,
,"Jun 18, 2024",,,-,,-,,,-,,-,,3,76,157800.00,56,100002.00,0.00,,,-,,-,
,"Jun 14, 2024",,,-,,-,,,-,,-,,14,98,135514.00,61,75001.00,0.00,,,-,,-,
,"Jun 04, 2024",,,-,,-,,,-,,-,,,,-,,-,,3,30,44430.00,30,44430.00,0.00
,"May 31, 2024",,,-,,-,,,-,,-,,14,78,113915.00,43,50004.00,0.00,,,-,,-,
,"May 27, 2024",,,-,,-,,,-,,-,,4,66,97885.00,53,75007.00,0.00,,,-,,-,
,"May 24, 2024",,,-,,-,,,-,,-,,3,90,139365.00,90,125008.00,0.00,,,-,,-,
,"May 22, 2024",,,-,,-,,,-,,-,,2,59,71830.00,59,71830.00,0.00,,,-,,-,
,"May 21, 2024",,,-,,-,,,-,,-,,3,82,197142.00,8,125002.00,0.00,,,-,,-,
,"May 17, 2024",,,-,,-,,,-,,-,,14,99,195115.00,57,125009.00,0.00,,,-,,-,
,"May 14, 2024",,,-,,-,,,-,,-,,3,71,109200.00,27,50002.00,0.00,,,-,,-,
,"May 13, 2024",,,-,,-,,,-,,-,,4,59,86950.00,17,25004.00,0.00,,,-,,-,
,"May 09, 2024",,,-,,-,,,-,,-,,1,76,119190.00,42,50003.00,0.00,,,-,,-,
,"May 08, 2024",,,-,,-,,,-,,-,,1,48,66050.00,19,25005.00,0.00,,,-,,-,
,"May 06, 2024",,,-,,-,,,-,,-,,,,-,,-,,1,22,26045.00,22,26045.00,0.00
,"May 03, 2024",,,-,,-,,,-,,-,,14,54,157698.00,54,157698.00,0.00,,,-,,-,
,"Apr 29, 2024",,,-,,-,,,-,,-,,4,57,97000.00,57,97000.00,0.00,,,-,,-,
,"Apr 26, 2024",,,-,,-,,,-,,-,,3,21,26040.00,21,25001.00,0.00,,,-,,-,
,"Apr 25, 2024",,,-,,-,,,-,,-,,4,68,142875.00,25,50008.00,0.00,,,-,,-,
,"Apr 22, 2024",,,-,,-,,,-,,-,,3,34,73100.00,19,25001.00,0.00,,,-,,-,
,"Apr 22, 2024",,,-,,-,,,-,,-,,7,61,104290.00,28,50001.00,0.00,,,-,,-,
,"Apr 19, 2024",,,-,,-,,,-,,-,,14,42,112273.00,21,75001.00,0.00,,,-,,-,
,"Apr 18, 2024",,,-,,-,,,-,,-,,,,-,,-,,1,48,103930.00,48,75027.00,0.00
,"Apr 16, 2024",,,-,,-,,,-,,-,,,,-,,-,,2,41,32576.00,41,32576.00,0.00
,"Apr 05, 2024",,,-,,-,,,-,,-,,,,-,,-,,14,4,5511.00,4,5511.00,0.00
,"Apr 04, 2024",,,-,,-,,,-,,-,,,,-,,-,,1,26,37855.00,26,37855.00,0.00
,"Apr 03, 2024",,,-,,-,,,-,,-,,,,-,,-,,2,29,24380.00,29,24380.00,0.00
,"Apr 02, 2024",,,-,,-,,,-,,-,,,,-,,-,,3,17,53430.00,17,53430.00,0.00
,2023-24   ,,,,,,,,,,,,,,,,,,,,,,,
,"Mar 27, 2024",,,-,,-,,,-,,-,,6,69,131815.00,53,75002.00,0.00,,,-,,-,
,"Mar 26, 2024",,,-,,-,,,-,,-,,1,62,152795.00,45,100003.00,0.00,,,-,,-,
,"Mar 22, 2024",,,-,,-,,,-,,-,,4,81,172780.00,29,90705.00,0.00,,,-,,-,
,"Mar 22, 2024",,,-,,-,,,-,,-,,14,55,105925.00,18,25004.00,0.00,,,-,,-,
,"Mar 21, 2024",,,-,,-,,,-,,-,,5,37,71252.00,22,50001.00,0.00,,,-,,-,
,"Mar 15, 2024",,,-,,-,,,-,,-,,7,45,76560.00,44,75001.00,0.00,,,-,,-,
,"Mar 14, 2024",,,-,,-,,,-,,-,,,,-,,-,,1,24,39670.00,24,39670.00,0.00
,"Mar 07, 2024",,,-,,-,,,-,,-,,15,166,286126.00,68,100014.00,0.00,,,-,,-,
,"Mar 06, 2024",,,-,,-,,,-,,-,,,,-,,-,,1,92,259586.00,92,200054.00,0.00
,"Mar 05, 2024",,,-,,-,,,-,,-,,,,-,,-,,1,49,84025.00,49,84025.00,0.00
,"Mar 04, 2024",,,-,,-,,,-,,-,,,,-,,-,,1,15,26135.00,15,26135.00,0.00
,"Mar 04, 2024",,,-,,-,,,-,,-,,,,-,,-,,3,8,17900.00,8,17900.00,0.00
,"Feb 29, 2024",,,-,,-,,,-,,-,,1,47,43210.00,16,25002.00,0.00,,,-,,-,
,"Feb 28, 2024",,,-,,-,,,-,,-,,,,-,,-,,1,28,22197.00,28,22197.00,0.00
,"Feb 26, 2024",,,-,,-,,,-,,-,,3,81,240910.00,30,150006.00,0.00,,,-,,-,
,"Feb 23, 2024",,,-,,-,,,-,,-,,13,98,204960.00,65,100004.00,0.00,,,-,,-,
,"Feb 20, 2024",,,-,,-,,,-,,-,,3,40,68640.00,34,50003.00,0.00,,,-,,-,
,"Feb 16, 2024",,,-,,-,,,-,,-,,7,92,136986.00,65,75007.00,0.00,,,-,,-,
,"Feb 14, 2024",,,-,,-,,,-,,-,,2,71,111456.00,24,25001.00,0.00,,,-,,-,
,"Feb 12, 2024",,,-,,-,,,-,,-,,4,157,220590.00,47,50011.00,0.00,,,-,,-,
,"Feb 09, 2024",,,-,,-,,,-,,-,,3,38,35120.00,38,35120.00,0.00,,,-,,-,
,"Feb 09, 2024",,,-,,-,,,-,,-,,14,83,242004.00,49,175008.00,0.00,,,-,,-,
,"Feb 07, 2024",,,-,,-,,,-,,-,,,,-,,-,,1,53,107922.00,53,61848.00,0.00
,"Feb 06, 2024",,,-,,-,,,-,,-,,,,-,,-,,1,32,69342.00,32,69342.00,0.00
,"Feb 05, 2024",,,-,,-,,,-,,-,,,,-,,-,,4,12,18750.00,12,18750.00,0.00
,"Feb 02, 2024",,,-,,-,,,-,,-,,,,-,,-,,4,6,3975.00,6,3975.00,0.00
,"Jan 30, 2024",,,-,,-,,,-,,-,,1,22,69060.00,11,25008.00,0.00,,,-,,-,
,"Jan 29, 2024",,,-,,-,,,-,,-,,2,30,73290.00,7,25001.00,0.00,,,-,,-,
,"Jan 25, 2024",,,-,,-,,,-,,-,,15,91,308024.00,71,250010.00,0.00,,,-,,-,
,"Jan 23, 2024",,,-,,-,,,-,,-,,2,61,197475.00,46,125005.00,0.00,,,-,,-,
,"Jan 19, 2024",,,-,,-,,,-,,-,,4,63,135211.00,20,50007.00,0.00,,,-,,-,
,"Jan 12, 2024",,,-,,-,,,-,,-,,13,131,392484.00,50,175010.00,0.00,,,-,,-,
,"Jan 05, 2024",,,-,,-,,,-,,-,,7,129,277402.00,38,100009.00,0.00,,,-,,-,
,"Dec 29, 2023",,,-,,-,,,-,,-,,7,93,301274.00,48,125020.00,0.00,,,-,,-,
,"Dec 27, 2023",,,-,,-,,,-,,-,,2,86,158399.00,31,50007.00,0.00,,,-,,-,
,"Dec 22, 2023",,,-,,-,,,-,,-,,7,179,425154.00,74,175013.00,0.00,,,-,,-,
,"Dec 15, 2023",,,-,,-,,,-,,-,,7,143,273354.00,59,100006.00,0.00,,,-,,-,
,"Dec 01, 2023",,,-,,-,,,-,,-,,,,-,,-,,14,5,22468.00,5,22468.00,0.00
,"Nov 17, 2023",,,-,,-,,,-,,-,,,,-,,-,,14,4,22442.00,4,22442.00,0.00
,"Nov 03, 2023",,,-,,-,,,-,,-,,,,-,,-,,14,4,20482.00,4,20482.00,0.00
,"Oct 20, 2023",,,-,,-,,,-,,-,,,,-,,-,,14,5,5354.00,5,5354.00,0.00
,"Oct 06, 2023",,,-,,-,,,-,,-,,,,-,,-,,14,9,6668.00,9,6668.00,0.00
,"Sep 22, 2023",,,-,,-,,,-,,-,,,,-,,-,,14,6,5995.00,6,5995.00,0.00
,"Sep 08, 2023",,,-,,-,,,-,,-,,,,-,,-,,14,12,18670.00,12,18670.00,0.00
,"Aug 25, 2023",,,-,,-,,,-,,-,,,,-,,-,,14,12,22419.00,12,22419.00,6.49
,"Aug 25, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Aug 11, 2023",,,-,,-,,,-,,-,,,,-,,-,,14,18,34139.00,18,34139.00,6.49
,"Aug 11, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Jul 20, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Jul 19, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Jul 18, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Jul 17, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Jul 16, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Jul 15, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Jul 14, 2023",,,-,,-,,,-,,-,,,,-,,-,,14,34,59875.00,34,59875.00,6.49
,"Jul 13, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Jul 12, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Jul 11, 2023",,,-,,-,,,-,,-,,,,-,,-,,3,32,40291.00,32,40291.00,6.49
,"Jul 10, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Jul 09, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Jul 08, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Jul 07, 2023",,,-,,-,,,-,,-,,,,-,,-,,4,33,106224.00,33,106224.00,6.49
,"Jul 06, 2023",,,-,,-,,,-,,-,,,,-,,-,,1,25,39000.00,25,39000.00,6.49
,"Jul 05, 2023",,,-,,-,,,-,,-,,,,-,,-,,2,28,87870.00,28,87870.00,6.49
,"Jul 04, 2023",,,-,,-,,,-,,-,,,,-,,-,,2,23,67295.00,23,67295.00,6.49
,"Jul 03, 2023",,,-,,-,,,-,,-,,,,-,,-,,2,21,63843.00,21,63843.00,6.49
,"Jul 02, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Jul 01, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Jun 30, 2023",,,-,,-,,,-,,-,,,,-,,-,,14,14,11789.00,14,11789.00,6.49
,"Jun 30, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Jun 29, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Jun 28, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Jun 27, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Jun 26, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Jun 25, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Jun 24, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Jun 23, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Jun 22, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Jun 21, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Jun 20, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Jun 19, 2023",,,-,,-,,,-,,-,,4,36,75695.00,36,75004.00,6.51,,,-,,-,
,"Jun 18, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Jun 17, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Jun 16, 2023",,,-,,-,,,-,,-,,,,-,,-,,14,22,16331.00,22,16331.00,6.49
,"Jun 15, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Jun 14, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Jun 13, 2023",,,-,,-,,,-,,-,,,,-,,-,,2,21,29231.00,21,29231.00,6.49
,"Jun 12, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Jun 11, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Jun 10, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Jun 09, 2023",,,-,,-,,,-,,-,,,,-,,-,,4,4,5780.00,4,5780.00,6.49
,"Jun 08, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Jun 07, 2023",,,-,,-,,,-,,-,,,,-,,-,,2,3,1850.00,3,1850.00,6.49
,"Jun 07, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Jun 06, 2023",,,-,,-,,,-,,-,,,,-,,-,,3,15,32375.00,15,32375.00,6.49
,"Jun 06, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Jun 06, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Jun 05, 2023",,,-,,-,,,-,,-,,,,-,,-,,4,26,66640.00,26,66640.00,6.49
,"Jun 05, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Jun 04, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Jun 02, 2023",,,-,,-,,,-,,-,,,,-,,-,,14,32,50868.00,32,50868.00,6.49
,"Jun 02, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Jun 01, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"May 31, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"May 30, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"May 29, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"May 28, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"May 26, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"May 24, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"May 23, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"May 22, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"May 21, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"May 19, 2023",,,-,,-,,,-,,-,,14,23,46790.00,23,46790.00,6.51,,,-,,-,
,"May 19, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"May 18, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"May 17, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"May 16, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"May 15, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"May 14, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"May 12, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"May 11, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"May 10, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"May 09, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"May 08, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"May 07, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"May 05, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"May 04, 2023",,,-,,-,,,-,,-,,,,-,,-,,15,12,8447.00,12,8447.00,6.49
,"May 04, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"May 03, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"May 02, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"May 01, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Apr 30, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Apr 28, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Apr 27, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Apr 26, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Apr 25, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Apr 24, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Apr 23, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Apr 21, 2023",,,-,,-,,,-,,-,,,,-,,-,,13,25,20480.00,25,20480.00,6.49
,"Apr 21, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Apr 19, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Apr 18, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Apr 17, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Apr 16, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Apr 14, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Apr 13, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Apr 12, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Apr 11, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Apr 10, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Apr 09, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Apr 07, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Apr 06, 2023",,,-,,-,,,-,,-,,,,-,,-,,15,48,124200.00,48,124200.00,6.49
,"Apr 06, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Apr 05, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Apr 04, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Apr 03, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Apr 02, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,2022-23   ,,,,,,,,,,,,,,,,,,,,,,,
,"Mar 30, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Mar 29, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Mar 28, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Mar 27, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Mar 26, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Mar 24, 2023",,,-,,-,,,-,,-,,5,39,55885.00,39,55885.00,6.51,,,-,,-,
,"Mar 24, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Mar 22, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Mar 21, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Mar 20, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Mar 19, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Mar 17, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Mar 16, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Mar 15, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Mar 14, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Mar 13, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Mar 12, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Mar 10, 2023",,,-,,-,,,-,,-,,14,47,82500.00,47,82500.00,6.51,,,-,,-,
,"Mar 10, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Mar 09, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Mar 08, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Mar 07, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Mar 06, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Mar 05, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Mar 03, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Mar 02, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Mar 01, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Feb 28, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Feb 27, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Feb 26, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Feb 25, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Feb 24, 2023",,,-,,-,,,-,,-,,,,-,,-,,14,22,12752.00,22,12752.00,6.49
,"Feb 24, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Feb 22, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Feb 21, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Feb 20, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Feb 19, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Feb 18, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Feb 17, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Feb 16, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Feb 15, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Feb 14, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Feb 13, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Feb 10, 2023",,,-,,-,,,-,,-,,14,77,133560.00,46,50000.00,6.56,,,-,,-,
,"Feb 10, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Feb 09, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Feb 08, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Feb 07, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Feb 06, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Feb 04, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Feb 03, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Feb 02, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Feb 01, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Jan 31, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Jan 30, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Jan 27, 2023",,,-,,-,,,-,,-,,,,-,,-,,14,19,35039.00,19,35039.00,6.24
,"Jan 27, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Jan 26, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Jan 25, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Jan 24, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Jan 23, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Jan 21, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Jan 20, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Jan 19, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
,"Jan 18, 2023",,,-,,-,,,-,,-,,,,-,,-,,,,-,,-,
